horas_estudio_semanal;nota_anterior;tasa_asistencia;horas_sueno;edad;nivel_dificultad;tiene_tutor;nota_final;aprobado;horario_desconocido;horario_mañana;horario_noche;horario_tarde;estilo_auditivo;estilo_desconocido;estilo_kinestésico;estilo_lectura/escritura;estilo_visual
0.2845833333333333;0.5038571428571428;0.294625;0.21666666666666667;0.6363636363636365;0.0;0.0;50.7;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5962500000000001;0.8422857142857141;0.7755000000000001;0.64;0.0;1.0;1.0;61.1;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.20874999999999996;0.5544285714285715;0.678375;0.9266666666666666;0.2727272727272727;0.0;0.0;61.3;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.43499999999999994;0.5561428571428573;0.9268750000000001;0.5399999999999999;0.8181818181818181;1.0;0.0;78.1;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.6029166666666667;0.37299999999999994;0.711;0.65;0.9999999999999998;1.0;1.0;70.8;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.4095833333333333;0.6344285714285713;1.0;0.2633333333333333;0.36363636363636354;1.0;1.0;90.3;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.6270833333333333;0.6288571428571428;0.5913750000000001;0.275;0.7272727272727273;0.5;1.0;64.4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.6691666666666666;0.8285714285714285;0.08537499999999998;0.735;0.5454545454545452;0.5;0.0;71.7;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.71375;0.8559999999999999;0.484375;0.2716666666666666;0.6363636363636365;0.5;1.0;91.1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.0;0.2932857142857143;0.756375;0.6933333333333332;0.909090909090909;0.0;0.0;64.8;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.3258333333333333;0.47614285714285715;0.49212500000000003;0.3483333333333333;0.7272727272727273;0.5;0.0;75.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.32999999999999996;0.8018571428571428;0.927875;0.265;0.5454545454545452;0.0;0.0;82.7;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.5970833333333333;0.8341428571428571;1.0;0.61;0.36363636363636354;0.5;1.0;79.8;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.5225;0.48500000000000004;0.655125;0.6449999999999999;0.36363636363636354;0.0;1.0;72.7;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5829166666666666;0.6095714285714284;0.8647500000000001;0.31666666666666676;0.8181818181818181;0.0;1.0;75.1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.4791666666666666;0.6200000000000001;1.0;0.6366666666666666;0.909090909090909;0.5;1.0;63.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.4699999999999999;0.4895714285714285;0.5245000000000001;0.23166666666666658;0.45454545454545436;0.5;1.0;70.1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.5341666666666667;0.5609999999999999;0.8995;0.22166666666666668;0.36363636363636354;0.5;0.0;77.8;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.4333333333333333;0.5299999999999998;0.6007500000000001;0.3483333333333333;0.9999999999999998;0.0;1.0;76.9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.5108333333333334;0.23842857142857138;0.575625;0.3866666666666666;0.909090909090909;0.5;0.0;77.1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.6291666666666668;0.7309999999999999;1.0;0.2666666666666666;0.7272727272727273;0.0;1.0;77.4;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.36;0.6842857142857144;0.7085000000000001;0.7099999999999999;0.18181818181818188;0.5;0.0;65.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.3866666666666666;0.5095714285714286;0.6789999999999999;0.7233333333333333;0.18181818181818188;0.5;0.0;81.9;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.4287499999999999;0.7682857142857142;0.804875;0.46333333333333326;0.5454545454545452;0.5;0.0;73.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.3266666666666666;0.5932857142857142;0.39137500000000003;0.8966666666666668;0.5454545454545452;0.5;0.0;71.4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.29958333333333326;0.5808571428571427;0.7506250000000001;0.09166666666666667;0.45454545454545436;0.5;0.0;71.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.5154166666666666;0.6661428571428569;0.763625;0.5649999999999998;0.18181818181818188;0.5;1.0;89.7;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.43458333333333327;0.47800000000000004;0.5645;0.11166666666666669;0.5454545454545452;0.5;0.0;74.7;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.3970833333333333;0.6084285714285713;0.72175;0.45166666666666655;0.36363636363636354;0.5;0.0;66.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5095833333333334;0.5189999999999999;1.0;0.30500000000000005;0.5454545454545452;0.5;0.0;60.2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.5933333333333334;0.3865714285714286;0.898625;0.33166666666666667;0.09090909090909083;0.0;1.0;83.8;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5479166666666667;0.7331428571428569;0.3686250000000001;0.805;0.45454545454545436;0.5;0.0;76.8;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.24625;0.42971428571428566;1.0;0.32500000000000007;0.6363636363636365;0.5;0.0;67.8;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.8520833333333333;0.4914285714285715;0.6335000000000002;0.4816666666666666;0.0;0.5;1.0;84.1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.38249999999999995;0.6872857142857143;1.0;0.8666666666666666;0.2727272727272727;0.0;1.0;74.3;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.5679166666666667;0.7989999999999999;0.9171250000000002;0.7399999999999999;0.909090909090909;0.0;0.0;82.9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.3029166666666666;0.44928571428571434;0.6146250000000001;0.725;0.0;1.0;0.0;70.4;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.45749999999999996;0.24714285714285705;0.40725;0.8033333333333333;0.0;0.5;1.0;64.6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.6124999999999999;0.5641428571428571;0.8205;0.18333333333333324;0.8181818181818181;0.0;0.0;88.5;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.23875;0.11714285714285716;0.37012500000000004;0.0;0.9999999999999998;0.5;0.0;52.8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.015000000000000006;0.11200000000000004;0.7010000000000001;0.5966666666666666;0.909090909090909;0.5;0.0;69.3;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.6870833333333333;0.6702857142857142;0.9199999999999999;0.9999999999999999;0.6363636363636365;1.0;1.0;85.4;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.39624999999999994;0.8028571428571429;0.25;0.20333333333333325;0.5454545454545452;0.0;0.0;62.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.3570833333333333;0.4689999999999999;0.18412499999999998;0.5766666666666665;0.9999999999999998;0.0;0.0;68.8;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.22999999999999995;0.5044285714285714;0.364375;0.4083333333333333;0.8181818181818181;1.0;0.0;74.9;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.48666666666666664;0.5078571428571428;0.476375;0.33000000000000007;0.0;0.0;0.0;81.9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.4495833333333333;0.7374285714285713;0.5382500000000001;0.6183333333333333;0.909090909090909;0.0;1.0;77.9;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.1175;0.20600000000000002;0.28575000000000006;0.30500000000000005;0.09090909090909083;1.0;0.0;52.3;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.29375;0.689857142857143;0.8083750000000001;0.47999999999999987;0.2727272727272727;0.5;0.0;80.4;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.6854166666666667;0.4222857142857143;0.5880000000000001;0.9999999999999999;0.0;0.0;1.0;80.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.7174999999999999;0.22714285714285715;0.9507500000000002;0.35;0.18181818181818188;0.0;1.0;65.6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.44625;0.5168571428571429;0.4208750000000001;0.82;0.6363636363636365;0.0;0.0;65.2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.8450000000000001;0.5754285714285714;0.780875;0.7966666666666665;0.6363636363636365;0.0;1.0;82.3;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.4749999999999999;0.7617142857142856;0.6178750000000002;0.5099999999999999;0.6363636363636365;1.0;0.0;72.8;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.09583333333333333;0.5528571428571429;0.5397500000000001;0.765;0.45454545454545436;0.5;0.0;66.7;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.3883333333333333;0.33914285714285713;0.22800000000000004;0.07166666666666666;0.45454545454545436;0.5;0.0;71.7;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.4433333333333333;0.6041428571428571;0.579875;0.7149999999999997;0.36363636363636354;1.0;0.0;68.8;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.23916666666666667;0.641142857142857;0.54125;0.5399999999999999;0.7272727272727273;0.5;1.0;55.6;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.41;0.458;0.3976250000000001;0.3749999999999999;0.2727272727272727;0.0;1.0;64.2;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.6970833333333334;0.7515714285714286;0.7735000000000001;0.4966666666666667;0.8181818181818181;0.5;1.0;84.6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.5545833333333333;0.7808571428571427;1.0;0.9816666666666668;0.9999999999999998;1.0;1.0;80.9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.08249999999999999;0.5921428571428571;0.5630000000000002;0.8649999999999999;0.9999999999999998;1.0;0.0;57.7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.4004166666666666;0.38885714285714285;0.6715;0.5433333333333333;0.9999999999999998;0.0;0.0;59.7;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.07666666666666666;0.1314285714285715;0.7577500000000001;0.6900000000000001;0.5454545454545452;0.5;0.0;65.6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.5158333333333334;0.6474285714285712;0.73775;0.4083333333333333;0.0;0.5;1.0;84.5;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
0.3120833333333333;0.5458571428571428;0.933875;0.45166666666666655;0.7272727272727273;1.0;0.0;77.8;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.45499999999999996;0.5652857142857142;0.6833750000000001;0.6516666666666667;0.5454545454545452;0.0;1.0;84.2;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.40166666666666667;0.6514285714285712;0.744125;0.0;0.8181818181818181;0.5;0.0;62.9;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
0.29083333333333333;0.8434285714285714;0.49887499999999996;0.9999999999999999;0.9999999999999998;1.0;0.0;63.2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.4520833333333333;0.6567142857142856;0.684625;0.08666666666666656;0.7272727272727273;0.5;0.0;74.1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.6541666666666667;1.0;1.0;0.525;0.5454545454545452;0.5;1.0;86.9;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.4408333333333333;0.1988571428571429;0.905;0.5299999999999999;0.09090909090909083;0.0;0.0;72.8;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0
0.38166666666666665;0.3704285714285714;0.5198750000000001;0.6283333333333333;0.45454545454545436;0.0;1.0;58.2;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.42124999999999996;0.5441428571428573;0.82125;0.5666666666666668;0.8181818181818181;0.5;1.0;64.2;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5166666666666667;0.7117142857142855;0.54425;0.6349999999999999;0.9999999999999998;1.0;1.0;72.9;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
0.2891666666666666;0.26000000000000006;0.8728750000000001;0.6150000000000001;0.909090909090909;0.0;0.0;70.2;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
0.12625;0.5284285714285712;0.12337500000000001;0.6249999999999999;0.2727272727272727;0.5;0.0;61.3;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.3454166666666666;0.6948571428571428;0.6225;0.43499999999999994;0.18181818181818188;0.5;1.0;65.4;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.3483333333333333;0.4977142857142857;0.8397500000000002;0.41333333333333344;0.09090909090909083;0.0;0.0;73.2;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.57875;0.5872857142857142;1.0;0.33833333333333326;0.45454545454545436;0.5;1.0;74.6;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
0.5191666666666667;0.6619999999999999;0.7775000000000001;0.775;0.6363636363636365;0.5;1.0;78.2;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.5870833333333333;0.9157142857142855;0.7862500000000001;0.2616666666666667;0.45454545454545436;1.0;1.0;85.6;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.4741666666666667;0.9988571428571429;0.8070000000000002;0.3966666666666666;0.7272727272727273;0.5;0.0;83.8;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.3758333333333333;0.8585714285714283;0.53075;0.15000000000000002;0.36363636363636354;0.5;0.0;72.2;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.3679166666666666;0.6215714285714287;0.802125;0.9999999999999999;0.09090909090909083;0.0;0.0;72.2;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.25208333333333327;0.5151428571428571;0.3295;0.1416666666666666;0.6363636363636365;1.0;0.0;58.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.3658333333333333;0.5338571428571428;0.674;0.38;0.7272727272727273;0.0;1.0;74.3;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.35124999999999995;0.7104285714285714;0.7326250000000001;0.6583333333333333;0.8181818181818181;0.5;0.0;78.2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
0.12916666666666665;0.9712857142857141;0.8558749999999999;0.46499999999999997;0.2727272727272727;0.0;0.0;78.5;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.0;0.33714285714285713;0.47275;0.9316666666666665;0.45454545454545436;1.0;0.0;64.8;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.49874999999999997;0.6008571428571428;1.0;0.7183333333333334;0.909090909090909;0.5;1.0;69.1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.20125;0.3208571428571429;0.521375;0.7533333333333333;0.8181818181818181;0.5;0.0;73.9;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
0.3591666666666666;0.3504285714285715;0.5595000000000001;0.5166666666666665;0.6363636363636365;0.0;1.0;57.9;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0
0.6304166666666666;0.5732857142857142;0.5062500000000001;0.29833333333333334;0.7272727272727273;0.5;1.0;66.6;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.5695833333333333;0.4844285714285714;0.50375;0.35499999999999987;0.9999999999999998;0.5;1.0;77.1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.32291666666666663;0.8188571428571427;0.47187500000000004;0.42833333333333334;0.36363636363636354;0.5;0.0;80.1;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0
0.07791666666666666;0.7979999999999998;0.9105000000000001;0.6733333333333332;0.9999999999999998;0.0;0.0;56.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.4070833333333333;0.4755714285714286;0.565875;0.5233333333333333;0.45454545454545436;1.0;0.0;65.7;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
0.16;0.448;0.5375000000000001;0.5466666666666667;0.909090909090909;1.0;1.0;59.4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
0.4416666666666666;0.3762857142857143;0.469125;0.9433333333333332;0.2727272727272727;0.0;1.0;66.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.2816666666666666;0.6625714285714284;0.7345000000000002;0.4766666666666667;0.36363636363636354;1.0;0.0;78.7;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
0.23666666666666666;0.7897142857142856;0.69475;0.6983333333333331;0.5454545454545452;0.5;0.0;72.7;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
